JDN 2456293.916666667 Vector data from Horizons
Position Vector in AU - x, y, z
Velocity Vector in AU/day - Vx, vY, vZ

Ariel - Uranus
Position ,   1.989023348327407E+01,   2.575285034463543E+00,  -2.451778599201349E-01
Velocity ,   1.510917717053406E-03,   3.264107541536877E-03,  -1.027881074666736E-05
Triton - Neptune
Position ,   2.656091327818127E+01,  -1.392052741164455E+01,  -3.235354511182178E-01
Velocity ,   3.573626135019729E-03,   4.080831143249461E-03,  -5.295890890079709E-04
Umbriel - Uranus
Position ,   1.989143293711233E+01,   2.574463365082815E+00,  -2.491866973767485E-01
Velocity ,  -2.255279408733631E-03,   3.807966024474959E-03,  -2.043647626381565E-03
Uranus
Position ,   1.989011085102507E+01,   2.574906117114240E+00,  -2.480730792230992E-01
Velocity ,  -5.393781696695479E-04,   3.718577955125504E-03,   2.090309579973873E-05
Venus
Position ,  -4.538471428105739E-01,  -5.639038927503256E-01,   1.846619303199675E-02
Velocity ,   1.561533128554960E-02,  -1.277666673336479E-02,  -1.076281469539737E-03
